n_qubits,depth,circuit_variant,n_seeds_used,n_terms,mean_abs_offdiag_obs,mean_abs_offdiag_ci_low,mean_abs_offdiag_ci_high,mean_abs_offdiag_null_low,mean_abs_offdiag_null_high,mean_abs_offdiag_above_null,block_zz_obs,block_zz_ci_low,block_zz_ci_high,block_zz_null_low,block_zz_null_high,block_zz_above_null,block_zz_below_null,block_zz_outside_null,block_x_obs,block_x_ci_low,block_x_ci_high,block_x_null_low,block_x_null_high,block_x_above_null,block_x_below_null,block_x_outside_null,block_z_obs,block_z_ci_low,block_z_ci_high,block_z_null_low,block_z_null_high,block_z_above_null,block_z_below_null,block_z_outside_null,block_zz_x_obs,block_zz_x_ci_low,block_zz_x_ci_high,block_zz_x_null_low,block_zz_x_null_high,block_zz_x_above_null,block_zz_x_below_null,block_zz_x_outside_null,block_zz_z_obs,block_zz_z_ci_low,block_zz_z_ci_high,block_zz_z_null_low,block_zz_z_null_high,block_zz_z_above_null,block_zz_z_below_null,block_zz_z_outside_null,block_x_z_obs,block_x_z_ci_low,block_x_z_ci_high,block_x_z_null_low,block_x_z_null_high,block_x_z_above_null,block_x_z_below_null,block_x_z_outside_null,block_zz_abs_obs,block_zz_abs_ci_low,block_zz_abs_ci_high,block_zz_abs_null_low,block_zz_abs_null_high,block_zz_abs_above_null,block_x_abs_obs,block_x_abs_ci_low,block_x_abs_ci_high,block_x_abs_null_low,block_x_abs_null_high,block_x_abs_above_null,block_z_abs_obs,block_z_abs_ci_low,block_z_abs_ci_high,block_z_abs_null_low,block_z_abs_null_high,block_z_abs_above_null,block_zz_x_abs_obs,block_zz_x_abs_ci_low,block_zz_x_abs_ci_high,block_zz_x_abs_null_low,block_zz_x_abs_null_high,block_zz_x_abs_above_null,block_zz_z_abs_obs,block_zz_z_abs_ci_low,block_zz_z_abs_ci_high,block_zz_z_abs_null_low,block_zz_z_abs_null_high,block_zz_z_abs_above_null,block_x_z_abs_obs,block_x_z_abs_ci_low,block_x_z_abs_ci_high,block_x_z_abs_null_low,block_x_z_abs_null_high,block_x_z_abs_above_null,lam_max_obs,lam_max_ci_low,lam_max_ci_high,lam_max_null_low,lam_max_null_high,lam_max_above_null,lam_max_null_median,lam_max_excess,lam_max_ratio
4,4,hea,30,11,0.1518560606060606,0.14670359848484849,0.15753787878787878,0.11867424242424242,0.1276893939393939,True,-0.013194444444444444,-0.048628472222222226,0.02362847222222213,-0.030555555555555555,0.030572916666666655,False,False,False,0.01770833333333333,-0.022595486111111108,0.059375,-0.021536458333333335,0.025703124999999993,False,False,False,-0.010069444444444443,-0.034375,0.016666666666666666,-0.020486111111111108,0.023958333333333328,False,False,False,-0.0026041666666666674,-0.02292100694444444,0.017013888888888884,-0.016319444444444445,0.01545138888888889,False,False,False,-0.011284722222222225,-0.030034722222222223,0.007291666666666667,-0.01632378472222222,0.01667100694444444,False,False,False,0.004166666666666667,-0.011852213541666667,0.020185546874999984,-0.013678385416666666,0.014453125,False,False,False,0.14652777777777778,0.12500000000000003,0.17013888888888887,0.10138888888888889,0.13749999999999998,True,0.17291666666666666,0.1545138888888889,0.1913194444444444,0.11215277777777778,0.13855034722222223,True,0.17152777777777778,0.15486111111111114,0.18750868055555556,0.11319444444444444,0.140625,True,0.13350694444444444,0.12343315972222223,0.14392361111111107,0.11075954861111109,0.12899305555555554,True,0.1498263888888889,0.1381901041666667,0.16267361111111106,0.11284722222222222,0.13124999999999998,True,0.15286458333333333,0.14400716145833334,0.16159179687499997,0.11653645833333333,0.134248046875,True,2.1000935711507185,2.024926007824498,2.176635138071112,1.7265248667907191,1.8407837952723984,True,1.7811490317681464,0.31894453938257206,1.1790667337173666
6,4,hea,30,17,0.1075265522875817,0.10447252859477124,0.11044755923202615,0.09282015931372549,0.09712035334967321,True,-0.013888888888888892,-0.026111111111111106,-0.0009722222222222232,-0.012090277777777776,0.013475694444444441,False,True,True,0.010277777777777778,-0.00416898148148148,0.026206018518518507,-0.011203703703703698,0.011666666666666665,False,False,False,0.006759259259259261,-0.008983796296296295,0.023333333333333334,-0.011208333333333332,0.011854166666666664,False,False,False,0.008055555555555555,0.0012962962962962963,0.014675925925925924,-0.008057870370370368,0.007502314814814813,True,False,True,0.0027314814814814823,-0.005231481481481479,0.011621527777777774,-0.007454861111111112,0.007641203703703701,False,False,False,0.007175925925925924,-0.0020447530864197523,0.01663001543209875,-0.007139274691358025,0.007022569444444443,True,False,True,0.10305555555555555,0.09513888888888888,0.1109722222222222,0.08360763888888888,0.09889236111111112,True,0.1097222222222222,0.10194444444444442,0.11796296296296295,0.08629629629629629,0.0998171296296296,True,0.12157407407407407,0.11453703703703706,0.12861111111111115,0.09499999999999999,0.10925925925925925,True,0.1039351851851852,0.0989340277777778,0.10902777777777779,0.0874074074074074,0.09685300925925927,True,0.10300925925925927,0.09708333333333333,0.10912152777777778,0.0896284722222222,0.09902777777777776,True,0.10875771604938272,0.10227527006172839,0.11524016203703703,0.0923562885802469,0.10027006172839506,True,2.0296202710946587,1.9773291458721358,2.0821462534722572,1.7518915174316563,1.8434096122596182,True,1.7937944563527266,0.2358258147419321,1.1314675791904443
8,4,hea,30,23,0.08931982872200266,0.08725214097496704,0.09136209239130433,0.07810811923583663,0.08090445899209486,True,0.0007936507936507935,-0.005902777777777777,0.007539682539682541,-0.007193700396825396,0.007043650793650794,False,False,False,0.006101190476190477,-0.0016778273809523812,0.014211309523809522,-0.0062518601190476196,0.006290922619047618,False,False,False,-0.007254464285714288,-0.01450985863095238,-3.72023809523816e-05,-0.008110119047619048,0.0076674107142857125,False,False,False,-0.002678571428571429,-0.008500744047619049,0.00301385788690476,-0.004334542410714285,0.0047437686011904765,False,False,False,-0.0020461309523809525,-0.005598958333333333,0.0017117745535714262,-0.004687965029761905,0.0047070312499999985,False,False,False,-0.006949869791666666,-0.011654052734375,-0.0020178222656250023,-0.004672037760416667,0.004606933593749999,False,True,True,0.0847222222222222,0.08085317460317462,0.08864087301587303,0.0716765873015873,0.0805580357142857,True,0.0851934523809524,0.07965029761904763,0.0908891369047619,0.07313988095238096,0.08095238095238094,True,0.10628720238095238,0.09865885416666666,0.11383928571428571,0.08284970238095238,0.09174200148809525,True,0.08404017857142856,0.08071010044642854,0.0878720238095238,0.0740322730654762,0.07961309523809522,True,0.08798363095238096,0.08389136904761907,0.09211309523809524,0.07659923735119047,0.08218284970238096,True,0.09099934895833334,0.08811808268229167,0.09355509440104166,0.07802734375,0.08321980794270833,True,2.0793240918940956,2.0095579320742165,2.1576100688284456,1.7574471508041498,1.8398631629363476,True,1.7974568301266094,0.2818672617674862,1.1568144820188155
10,4,hea,30,29,0.07833333333333334,0.07705865147783249,0.07963485221674875,0.0686902709359606,0.07058348727422005,True,-0.0035879629629629616,-0.009791666666666664,0.0022928240740740682,-0.004862268518518518,0.005394097222222222,False,False,False,0.0010925925925925927,-0.0027226851851851856,0.004870833333333331,-0.00444537037037037,0.0045375,False,False,False,-0.008333333333333333,-0.013593055555555556,-0.0023884259259259293,-0.0052592592592592595,0.005241203703703704,False,True,True,0.0016851851851851847,-0.0016666666666666676,0.005222222222222222,-0.003241203703703703,0.003287731481481481,False,False,False,0.0032314814814814814,0.0006481481481481483,0.005935879629629626,-0.0034259259259259264,0.0031877314814814793,True,False,True,-0.002766666666666667,-0.005583749999999999,-7.41666666666719e-05,-0.0032441666666666665,0.003108333333333333,False,False,False,0.07900462962962963,0.07520833333333332,0.08305613425925926,0.06365682870370369,0.06960706018518519,True,0.07362962962962964,0.07085185185185186,0.07605648148148149,0.06450000000000002,0.06990833333333332,True,0.09646296296296294,0.09214814814814813,0.10083333333333333,0.07455324074074074,0.08055601851851851,True,0.07797222222222223,0.07553680555555554,0.08040763888888891,0.0651388888888889,0.06893541666666667,True,0.07437037037037038,0.07199027777777778,0.07668518518518518,0.06766643518518518,0.07171342592592593,True,0.07594166666666666,0.07329979166666667,0.07844166666666666,0.06856645833333334,0.07245020833333334,True,2.0805205697972387,2.015642831267678,2.1536906025340143,1.767857639332521,1.8405561887281434,True,1.8035575712467948,0.2769629985504438,1.1535648226404993
4,4,hva,30,11,0.399040404040404,0.3797449494949495,0.42005176767676766,0.21631313131313132,0.23257828282828283,True,0.43425925925925923,0.323125,0.5426157407407405,-0.05648148148148149,0.05652777777777774,True,False,True,0.26666666666666666,0.16296296296296298,0.3777777777777777,-0.04259259259259259,0.043518518518518505,True,False,True,0.2921296296296296,0.19861111111111115,0.3912037037037036,-0.04120370370370371,0.041226851851851834,True,False,True,-0.01851851851851852,-0.07502314814814814,0.03611111111111111,-0.030555555555555555,0.02777777777777778,False,False,False,0.031712962962962964,-0.0884375,0.15376736111111078,-0.02800925925925925,0.02710648148148146,True,False,True,-0.021527777777777778,-0.0763888888888889,0.032656249999999915,-0.023611111111111107,0.024305555555555556,False,False,False,0.5657407407407408,0.5046296296296297,0.6342592592592593,0.18981481481481483,0.2583796296296296,True,0.5925925925925924,0.5333333333333332,0.6555555555555554,0.19997685185185185,0.251875,True,0.5273148148148149,0.4782407407407407,0.5819444444444444,0.19861111111111113,0.24953703703703706,True,0.2990740740740741,0.2611111111111111,0.33798611111111104,0.2064814814814815,0.2444444444444444,True,0.41643518518518513,0.3631886574074075,0.46944444444444444,0.20717592592592596,0.24143518518518517,True,0.30902777777777773,0.27361111111111114,0.34446180555555544,0.20971354166666667,0.2388888888888889,True,4.988157243172522,4.7550733522921975,5.223323075190978,2.730118983057779,2.9491646076603515,True,2.8408586750586844,2.147298568113838,1.7558625097989011
6,4,hva,30,17,0.42606209150326796,0.40073069852941173,0.44994025735294113,0.2185038807189543,0.229656862745098,True,0.4738888888888889,0.3705486111111111,0.5714027777777777,-0.03223611111111112,0.031124999999999983,True,False,True,0.3066666666666666,0.21777777777777776,0.39851851851851855,-0.026305555555555558,0.029629629629629627,True,False,True,0.37037037037037035,0.29258796296296297,0.45315740740740745,-0.025194444444444446,0.026305555555555544,True,False,True,-0.04574074074074074,-0.11352314814814815,0.01833796296296293,-0.02018518518518518,0.01907407407407407,False,True,True,0.009629629629629637,-0.1277060185185185,0.14409259259259252,-0.018157407407407407,0.01907407407407407,False,False,False,-0.010648148148148151,-0.08349151234567899,0.054475308641975285,-0.017445987654320986,0.016512345679012344,False,False,False,0.5655555555555556,0.5008333333333334,0.6291666666666665,0.20277777777777778,0.24444444444444444,True,0.591111111111111,0.5348148148148149,0.6415555555555553,0.21036111111111114,0.2429722222222222,True,0.5492592592592591,0.5055555555555556,0.6009259259259259,0.20777777777777778,0.2388888888888889,True,0.32314814814814813,0.2803703703703704,0.3698240740740741,0.21370370370370376,0.2353703703703704,True,0.44944444444444454,0.4000925925925926,0.4975972222222222,0.21185185185185187,0.23481481481481478,True,0.3334876543209876,0.2981442901234567,0.3709915123456791,0.21496913580246912,0.23488040123456788,True,7.968786927160296,7.465817549724082,8.445903101054032,3.5700007566354355,3.833298218560556,True,3.692929375302924,4.275857551857372,2.1578498035876006
8,4,hva,30,23,0.45600570926657885,0.4308182367149759,0.4818964097496706,0.22016853315766358,0.22796552481335092,True,0.5509259259259258,0.4700992063492063,0.6380059523809523,-0.02156084656084656,0.023412698412698416,True,False,True,0.39999999999999997,0.32537698412698407,0.4753968253968254,-0.017857142857142853,0.02163194444444444,True,False,True,0.4846230158730158,0.4200372023809523,0.5552976190476189,-0.01994047619047619,0.017162698412698414,True,False,True,-0.04226190476190477,-0.11350694444444444,0.02440972222222218,-0.013990575396825394,0.014186507936507933,False,True,True,0.008184523809523786,-0.1401351686507937,0.15077256944444398,-0.01324652777777778,0.01464533730158729,False,False,False,-0.012499999999999999,-0.09427083333333332,0.0645876736111111,-0.011981336805555557,0.012677951388888883,False,True,True,0.6353174603174605,0.5798875661375661,0.6951091269841269,0.2101851851851852,0.23716931216931217,True,0.6317460317460318,0.5833333333333333,0.6817460317460318,0.21289682539682542,0.2379017857142857,True,0.6122023809523811,0.5717237103174603,0.6564484126984128,0.2114087301587301,0.23383432539682533,True,0.32539682539682535,0.2864980158730159,0.3698511904761905,0.21607142857142855,0.23343253968253966,True,0.47891865079365087,0.4220114087301587,0.5356684027777778,0.21453373015873017,0.23130208333333335,True,0.3461805555555556,0.30659722222222224,0.38507812500000005,0.21701171874999997,0.23212022569444446,True,11.384603130800748,10.68379001874702,12.081497750359956,4.351643377058314,4.645483462500211,True,4.503155163238198,6.881447967562551,2.528139208646351
10,4,hva,30,29,0.47788724685276407,0.4505654761904762,0.5052861590038314,0.221565065681445,0.22746339627805148,True,0.608641975308642,0.5364930555555556,0.6844193672839506,-0.01682484567901235,0.017592592592592594,True,False,True,0.48246913580246914,0.41728395061728396,0.548641975308642,-0.014941358024691357,0.015191358024691353,True,False,True,0.5529012345679013,0.49586265432098775,0.6098209876543209,-0.014509259259259256,0.01574382716049382,True,False,True,-0.04623456790123457,-0.12316975308641975,0.03185493827160493,-0.01030864197530864,0.011050925925925928,False,True,True,0.01268518518518517,-0.15670216049382715,0.1837662037037037,-0.010030864197530864,0.010524691358024692,True,False,True,-0.011222222222222217,-0.09639305555555554,0.07229166666666657,-0.010786111111111111,0.01061666666666666,False,True,True,0.6871913580246913,0.6351041666666666,0.7381963734567899,0.21358024691358024,0.23487654320987653,True,0.6760493827160494,0.6325925925925926,0.7185185185185184,0.21579938271604937,0.23580555555555552,True,0.6636419753086419,0.6240123456790124,0.7065478395061727,0.21327160493827163,0.23204012345679012,True,0.32339506172839505,0.27622530864197525,0.36995679012345667,0.21863888888888888,0.23209876543209879,True,0.5066975308641976,0.4381087962962962,0.5689274691358024,0.21737499999999998,0.2300308641975309,True,0.34288888888888897,0.29305277777777766,0.3874472222222223,0.21877777777777777,0.23083333333333333,True,14.976602236795332,14.042170355015744,15.842099644207181,5.111874539348279,5.450290270968625,True,5.276976370995008,9.699625865800323,2.8381029559113595
4,6,hea,30,11,0.141969696969697,0.13656565656565656,0.14772727272727273,0.10166540404040403,0.1095959595959596,True,0.00787037037037037,-0.021759259259259256,0.04027777777777777,-0.02592592592592592,0.026863425925925916,False,False,False,-0.009722222222222222,-0.03518518518518519,0.015972222222222218,-0.01898148148148148,0.020144675925925927,False,False,False,-0.0016203703703703705,-0.022459490740740745,0.023848379629629594,-0.018055555555555554,0.020839120370370365,False,False,False,0.017361111111111112,0.0009230324074074079,0.03333333333333333,-0.013891782407407407,0.013773148148148147,True,False,True,-0.010069444444444442,-0.02905381944444444,0.009606481481481481,-0.01296296296296296,0.014007523148148146,False,False,False,0.004774305555555553,-0.009463975694444448,0.01962239583333331,-0.011983506944444446,0.01163411458333333,False,False,False,0.15231481481481485,0.12915509259259259,0.17685185185185187,0.08796296296296297,0.11990740740740741,True,0.16064814814814815,0.1423611111111111,0.18403356481481478,0.09537037037037038,0.11898726851851851,True,0.16018518518518518,0.14351851851851855,0.17870370370370373,0.09605902777777778,0.11921296296296297,True,0.12407407407407406,0.11434895833333332,0.1335648148148148,0.0957175925925926,0.11215856481481482,True,0.1427083333333333,0.13159432870370372,0.15439814814814815,0.09687500000000002,0.11296296296296295,True,0.13906249999999998,0.12838541666666667,0.15000000000000002,0.09887152777777779,0.11345486111111111,True,2.083014805621731,1.9995234461986624,2.181350889402111,1.6275748398401202,1.726154844460817,True,1.6761400768639239,0.40687472875780717,1.2427450631209023
6,6,hea,30,17,0.09975490196078435,0.0969022331154684,0.10250544662309367,0.08146105664488018,0.0852942878540305,True,-0.00111111111111111,-0.012777777777777777,0.010462962962962964,-0.012409722222222221,0.01212962962962963,False,False,False,-0.008765432098765432,-0.01987654320987654,0.0024089506172839392,-0.009199074074074075,0.009692901234567897,False,False,False,0.0032716049382716045,-0.009814814814814813,0.01691358024691358,-0.010742283950617286,0.010679012345679011,False,False,False,0.0055246913580246915,-0.0008958333333333332,0.012839506172839504,-0.007225308641975309,0.006265432098765432,False,False,False,0.0046604938271604945,-0.0038896604938271607,0.013117283950617287,-0.0067314814814814815,0.00703858024691358,False,False,False,-0.00360082304526749,-0.010186471193415635,0.003189943415637856,-0.00635352366255144,0.006122042181069956,False,False,False,0.09499999999999999,0.08787037037037035,0.10212962962962961,0.07425925925925926,0.08842592592592591,True,0.10160493827160492,0.09456790123456792,0.10870370370370369,0.07703703703703703,0.08845833333333333,True,0.11555555555555555,0.1065416666666667,0.124320987654321,0.08110956790123457,0.09321141975308642,True,0.09055555555555556,0.08617206790123456,0.09500077160493826,0.07827160493827162,0.08623533950617282,True,0.10287037037037038,0.09645061728395062,0.10975617283950616,0.07931790123456789,0.08706867283950616,True,0.09879115226337448,0.09344071502057612,0.10424447016460905,0.08047775205761316,0.0881687242798354,True,1.987114559067532,1.9318306264760785,2.0422783575092645,1.6702718468442437,1.7469560540865063,True,1.7075807537294647,0.2795338053380674,1.163701660801428
