depth,variant,n_points,slope,slope_ci_low,slope_ci_high,intercept,r2,factor_per_qubit,factor_ci_low,factor_ci_high
4,hea,4,-0.009867632567699864,-0.02942707273016846,0.009964451435459647,0.08495619155847743,0.19664223648807022,0.9901808927772928,0.9710016875612515,1.0100142618888073
4,hva,4,0.1831627864881937,0.13686737907756633,0.22627811382653765,-0.12350188752199609,0.9978094913860577,1.2010099003526131,1.1466760651984067,1.2539243504881534
6,hea,4,-0.0017081196439570146,-0.01790122775467774,0.015161268588305798,0.0382811672143515,0.037833364229200805,0.9982933383621343,0.9822580473998527,1.0152767836676357
6,hva,4,0.18197747849396076,0.15185335967234892,0.21077843258808102,-0.23177467446790243,0.9990114214920761,1.1995871770657869,1.163989536109685,1.2346387690369296
8,hea,4,-0.004769041028564632,-0.023633372019551582,0.013386131380706007,0.03319425995916162,0.19108256637652876,0.9952423127914861,0.976643709038285,1.0134761267523185
8,hva,4,0.1538270098476648,0.11680908659113627,0.19025301471091766,0.05107662989211986,0.9991761751875907,1.1662891127951973,1.123904840702854,1.209555594303824
