zero_tol,n_qubits,depth,circuit_variant,zero_fraction_ZZ_terms,zero_fraction_Z_terms,mean_abs_offdiag_obs,block_zz_obs,block_x_obs,block_z_obs,block_zz_x_obs,block_zz_z_obs,block_x_z_obs,block_zz_abs_obs,block_x_abs_obs,block_z_abs_obs,block_zz_x_abs_obs,block_zz_z_abs_obs,block_x_z_abs_obs,lam_max_ratio
1e-12,6,6,hea,0.1944444444444445,0.12268518518518517,0.09975490196078435,-0.00111111111111111,-0.008765432098765432,0.0032716049382716045,0.0055246913580246915,0.0046604938271604945,-0.00360082304526749,0.09499999999999999,0.10160493827160492,0.11555555555555555,0.09055555555555556,0.10287037037037038,0.09879115226337448,1.163701660801428
1e-08,8,6,hea,0.2232142857142857,0.13151041666666663,0.08033047870004392,0.003802910052910053,0.0010664682539682539,-0.001240079365079365,0.0012028769841269838,-0.0015625000000000003,0.0013780381944444448,0.08111772486772485,0.07976190476190476,0.08784722222222224,0.0771577380952381,0.08110119047619048,0.07913411458333333,1.1122127755773172
1e-09,8,6,hea,0.2232142857142857,0.13151041666666663,0.08033047870004392,0.003802910052910053,0.0010664682539682539,-0.001240079365079365,0.0012028769841269838,-0.0015625000000000003,0.0013780381944444448,0.08111772486772485,0.07976190476190476,0.08784722222222224,0.0771577380952381,0.08110119047619048,0.07913411458333333,1.1123426560936638
1e-10,8,6,hea,0.2232142857142857,0.13151041666666663,0.08033047870004392,0.003802910052910053,0.0010664682539682539,-0.001240079365079365,0.0012028769841269838,-0.0015625000000000003,0.0013780381944444448,0.08111772486772485,0.07976190476190476,0.08784722222222224,0.0771577380952381,0.08110119047619048,0.07913411458333333,1.1124685906500396
1e-12,8,6,hea,0.2232142857142857,0.13151041666666663,0.08033047870004392,0.003802910052910053,0.0010664682539682539,-0.001240079365079365,0.0012028769841269838,-0.0015625000000000003,0.0013780381944444448,0.08111772486772485,0.07976190476190476,0.08784722222222224,0.0771577380952381,0.08110119047619048,0.07913411458333333,1.1125465995148793
1e-08,10,6,hea,0.24259259259259264,0.13750000000000004,0.06778461959496444,-7.716049382716106e-05,0.0014320987654320987,0.0002345679012345684,0.0006172839506172842,0.0004938271604938275,8.333333333333334e-05,0.06720679012345677,0.0661111111111111,0.07487654320987655,0.06687654320987654,0.06588888888888887,0.06807777777777776,1.0791302440184343
1e-09,10,6,hea,0.24259259259259264,0.13750000000000004,0.06778461959496444,-7.716049382716106e-05,0.0014320987654320987,0.0002345679012345684,0.0006172839506172842,0.0004938271604938275,8.333333333333334e-05,0.06720679012345677,0.0661111111111111,0.07487654320987655,0.06687654320987654,0.06588888888888887,0.06807777777777776,1.0790032827978486
1e-10,10,6,hea,0.24259259259259264,0.13750000000000004,0.06778461959496444,-7.716049382716106e-05,0.0014320987654320987,0.0002345679012345684,0.0006172839506172842,0.0004938271604938275,8.333333333333334e-05,0.06720679012345677,0.0661111111111111,0.07487654320987655,0.06687654320987654,0.06588888888888887,0.06807777777777776,1.078562175963191
1e-12,10,6,hea,0.24259259259259264,0.13750000000000004,0.06778461959496444,-7.716049382716106e-05,0.0014320987654320987,0.0002345679012345684,0.0006172839506172842,0.0004938271604938275,8.333333333333334e-05,0.06720679012345677,0.0661111111111111,0.07487654320987655,0.06687654320987654,0.06588888888888887,0.06807777777777776,1.0784693808705392
1e-08,4,8,hea,0.11458333333333336,0.08203125,0.13933712121212122,0.017708333333333333,0.027777777777777787,0.015451388888888895,0.0008680555555555562,-0.003038194444444443,-0.011783854166666666,0.13020833333333334,0.14097222222222222,0.1597222222222222,0.1253472222222222,0.14244791666666667,0.14095052083333334,1.2944659050375955
1e-09,4,8,hea,0.11458333333333336,0.08203125,0.13933712121212122,0.017708333333333333,0.027777777777777787,0.015451388888888895,0.0008680555555555562,-0.003038194444444443,-0.011783854166666666,0.13020833333333334,0.14097222222222222,0.1597222222222222,0.1253472222222222,0.14244791666666667,0.14095052083333334,1.2948499609350406
