n_qubits,depth,circuit_variant,n_seeds_used,n_terms,mean_abs_offdiag_obs,mean_abs_offdiag_ci_low,mean_abs_offdiag_ci_high,mean_abs_offdiag_null_low,mean_abs_offdiag_null_high,mean_abs_offdiag_above_null,block_zz_obs,block_zz_ci_low,block_zz_ci_high,block_zz_null_low,block_zz_null_high,block_zz_above_null,block_zz_below_null,block_zz_outside_null,block_x_obs,block_x_ci_low,block_x_ci_high,block_x_null_low,block_x_null_high,block_x_above_null,block_x_below_null,block_x_outside_null,block_cross_obs,block_cross_ci_low,block_cross_ci_high,block_cross_null_low,block_cross_null_high,block_cross_above_null,block_cross_below_null,block_cross_outside_null,block_zz_abs_obs,block_zz_abs_ci_low,block_zz_abs_ci_high,block_zz_abs_null_low,block_zz_abs_null_high,block_zz_abs_above_null,block_x_abs_obs,block_x_abs_ci_low,block_x_abs_ci_high,block_x_abs_null_low,block_x_abs_null_high,block_x_abs_above_null,block_cross_abs_obs,block_cross_abs_ci_low,block_cross_abs_ci_high,block_cross_abs_null_low,block_cross_abs_null_high,block_cross_abs_above_null,lam_max_obs,lam_max_ci_low,lam_max_ci_high,lam_max_null_low,lam_max_null_high,lam_max_above_null,lam_max_null_median,lam_max_excess,lam_max_ratio
4,4,hea,30,7,0.14662698412698413,0.1388888888888889,0.15406746031746035,0.11418650793650796,0.12857390873015875,True,-0.013194444444444444,-0.05138888888888889,0.027083333333333324,-0.029166666666666667,0.03059027777777775,False,False,False,0.01770833333333333,-0.02292534722222222,0.058689236111111064,-0.023958333333333335,0.023263888888888893,False,False,False,-0.0026041666666666674,-0.022222222222222223,0.016844618055555535,-0.016323784722222224,0.014930555555555555,False,False,False,0.14652777777777778,0.12430555555555554,0.16805555555555554,0.10138888888888889,0.13819444444444443,True,0.17291666666666666,0.15416666666666667,0.1916666666666667,0.11179687499999998,0.13855034722222223,True,0.13350694444444444,0.12343315972222219,0.14374999999999996,0.11110677083333334,0.1296875,True,1.6245716924755995,1.5688629791192295,1.6854316013130652,1.4177570433199016,1.5148472585270811,True,1.463753834990876,0.16081785748472344,1.109866736906432
6,4,hea,30,11,0.10535353535353537,0.10148989898989899,0.10914204545454548,0.0890391414141414,0.09573295454545454,True,-0.013888888888888892,-0.02638888888888889,-0.0004166666666666666,-0.012229166666666668,0.013888888888888886,False,True,True,0.010277777777777778,-0.003981481481481481,0.025930555555555526,-0.010092592592592594,0.010194444444444437,True,False,True,0.008055555555555555,0.0012951388888888886,0.01486111111111111,-0.007319444444444444,0.006995370370370367,True,False,True,0.10305555555555555,0.09541666666666668,0.11111111111111112,0.08388541666666666,0.09902777777777777,True,0.1097222222222222,0.10175694444444444,0.11722453703703706,0.08666435185185183,0.10000231481481482,True,0.1039351851851852,0.09893518518518518,0.10925925925925926,0.08768518518518519,0.09680555555555556,True,1.5894667612353008,1.5425700520555654,1.6374892153867837,1.4087516011606744,1.4891514512376858,True,1.4497462140554283,0.1397205471798726,1.0963758662207692
8,4,hea,30,15,0.084484126984127,0.0821031746031746,0.08708407738095238,0.07478174603174602,0.0789985119047619,True,0.0007936507936507935,-0.0057539682539682535,0.007937748015873007,-0.006847718253968254,0.00798735119047619,False,False,False,0.006101190476190477,-0.0016378348214285716,0.014062499999999999,-0.006697358630952382,0.006139322916666666,False,False,False,-0.002678571428571429,-0.008278924851190476,0.002809709821428567,-0.004261532738095239,0.0043350074404761895,False,False,False,0.0847222222222222,0.08075272817460316,0.08893849206349207,0.07187499999999998,0.08060639880952382,True,0.0851934523809524,0.07953869047619049,0.09136997767857144,0.07309988839285715,0.08098958333333334,True,0.08404017857142856,0.08061709449404761,0.08759300595238094,0.07412341889880954,0.07978097098214287,True,1.5650179168341816,1.5179999183942738,1.618472368791348,1.4054738764496695,1.4763991350275687,True,1.4379781321294387,0.12703978470474286,1.0883461172783033
10,4,hea,30,19,0.077046783625731,0.07532602339181287,0.07881591130604287,0.0656187865497076,0.06836281676413256,True,-0.0035879629629629616,-0.00972222222222222,0.0023379629629629636,-0.004884837962962964,0.005324652777777778,False,False,False,0.0010925925925925927,-0.002352314814814815,0.0048898148148148095,-0.0041675925925925925,0.004388888888888888,False,False,False,0.0016851851851851847,-0.0016946759259259259,0.004973148148148144,-0.0030928240740740734,0.0032597222222222224,False,False,False,0.07900462962962963,0.07502199074074073,0.08291724537037036,0.06365682870370369,0.06960763888888886,True,0.07362962962962964,0.07083333333333333,0.07625972222222223,0.06446111111111111,0.07003703703703704,True,0.07797222222222223,0.07553680555555554,0.08051874999999999,0.06517546296296298,0.06889907407407407,True,1.6227534374508144,1.5748823209849092,1.6792072508697513,1.4023771185444,1.4648995371360476,True,1.4317126404834646,0.19104079696734977,1.1334351542100227
4,4,hva,30,7,0.425,0.3924603174603175,0.46388888888888885,0.25793650793650796,0.28850198412698413,True,0.39166666666666666,0.275,0.49722222222222234,-0.0638888888888889,0.06944444444444445,True,False,True,0.31666666666666665,0.20555555555555557,0.42777777777777776,-0.05138888888888889,0.05000000000000001,True,False,True,-0.0375,-0.10833333333333332,0.03194444444444444,-0.034722222222222224,0.03541666666666666,False,True,True,0.575,0.5138888888888888,0.6306944444444439,0.2361111111111111,0.3111111111111111,True,0.5833333333333335,0.5166666666666667,0.65,0.2388888888888889,0.30833333333333335,True,0.3083333333333334,0.2708333333333333,0.351388888888889,0.25414930555555554,0.29168402777777785,True,3.548444115384302,3.3320390987096293,3.793898083126847,2.307956010918557,2.5714562994723282,True,2.434925646398491,1.113518468985811,1.4573110766781816
6,4,hva,30,11,0.4415151515151515,0.4084848484848485,0.47484848484848474,0.2636325757575758,0.28288636363636366,True,0.4,0.2866666666666667,0.51,-0.034999999999999996,0.03666666666666667,True,False,True,0.32444444444444437,0.23555555555555555,0.4177777777777777,-0.028888888888888888,0.03168055555555554,True,False,True,-0.04388888888888889,-0.12556944444444443,0.03833333333333333,-0.021395833333333333,0.020840277777777777,False,True,True,0.5783333333333334,0.5166666666666667,0.6416666666666667,0.2525,0.29502083333333334,True,0.5599999999999999,0.5066666666666666,0.6177777777777779,0.25277777777777777,0.29388888888888887,True,0.33666666666666667,0.29277777777777775,0.3788888888888889,0.26221527777777776,0.28555555555555556,True,5.431949407527237,5.0396049909729825,5.846618613827218,3.10430559205842,3.41334736731781,True,3.2511139722824423,2.180835435244795,1.6707963651344222
8,4,hva,30,15,0.47087301587301583,0.43990873015873017,0.5037341269841269,0.2665853174603175,0.28016071428571426,True,0.4694444444444445,0.3678571428571428,0.5702380952380952,-0.024206349206349207,0.02896825396825397,True,False,True,0.4071428571428572,0.3166666666666667,0.49642857142857155,-0.022321428571428572,0.024412202380952378,True,False,True,-0.03511904761904761,-0.12470982142857145,0.06222470238095227,-0.015922619047619047,0.015476190476190475,False,True,True,0.6123015873015875,0.5551587301587301,0.6694444444444445,0.25873015873015875,0.2884920634920635,True,0.6166666666666666,0.5630952380952381,0.670238095238095,0.2586235119047619,0.28899553571428566,True,0.34494047619047624,0.2976116071428571,0.3907738095238094,0.26532738095238095,0.2815476190476191,True,7.756587398151776,7.226777489709531,8.33146191673906,3.85179275018309,4.195879362180506,True,4.016884810720028,3.739702587431748,1.9309957252076155
10,4,hva,30,19,0.495906432748538,0.46509746588693957,0.5296320662768031,0.2681761695906433,0.27914230019493175,True,0.5319444444444444,0.4453703703703704,0.6139236111111109,-0.01851851851851852,0.02037037037037037,True,False,True,0.4844444444444445,0.4029629629629631,0.5644444444444444,-0.01796759259259259,0.018703703703703705,True,False,True,-0.030370370370370364,-0.13262499999999994,0.0714999999999999,-0.012780092592592591,0.012597222222222218,False,True,True,0.6486111111111111,0.5962962962962962,0.700925925925926,0.26249421296296294,0.2854166666666666,True,0.6651851851851852,0.6177777777777779,0.7140740740740742,0.26184722222222223,0.2855555555555555,True,0.35018518518518515,0.29869444444444443,0.4051898148148148,0.26666666666666666,0.28055555555555556,True,10.23433200434832,9.558405088775576,10.969204893656084,4.557435180503438,4.934875006914071,True,4.740998370840665,5.493333633507654,2.158687095801213
4,6,hea,30,7,0.13855820105820107,0.12989417989417992,0.14781746031746032,0.09874338624338623,0.11064814814814813,True,0.00787037037037037,-0.02175925925925926,0.03842592592592593,-0.02871527777777778,0.026400462962962955,False,False,False,-0.009722222222222222,-0.03495949074074074,0.014820601851851821,-0.018530092592592595,0.01944444444444444,False,False,False,0.017361111111111112,0.000810185185185185,0.034609374999999984,-0.01447337962962963,0.013544560185185184,True,False,True,0.15231481481481485,0.12824074074074074,0.17638888888888887,0.0875,0.12037037037037036,True,0.16064814814814815,0.14259259259259258,0.18426504629629625,0.09490740740740743,0.11875578703703703,True,0.12407407407407406,0.11469618055555553,0.13391203703703702,0.09594618055555555,0.1118113425925926,True,1.63023950134544,1.5709503834690393,1.6964802136654324,1.3788995065555223,1.4649386170918648,True,1.4199210600200973,0.21031844132534272,1.1481198126058965
6,6,hea,30,11,0.0943771043771044,0.09161574074074075,0.0971043771043771,0.07905681818181817,0.08484848484848483,True,-0.00111111111111111,-0.012499999999999999,0.010185185185185186,-0.010833333333333332,0.011576388888888888,False,False,False,-0.008765432098765432,-0.019322530864197534,0.0028395061728395047,-0.009574074074074073,0.00895216049382716,False,False,False,0.0055246913580246915,-0.0013271604938271606,0.01237885802469134,-0.006790123456790123,0.006759259259259259,False,False,False,0.09499999999999999,0.08777777777777777,0.10222222222222221,0.07462962962962963,0.08833564814814814,True,0.10160493827160492,0.09438271604938271,0.10932098765432095,0.07666666666666666,0.08802469135802468,True,0.09055555555555556,0.08604938271604938,0.09512422839506174,0.07799382716049384,0.08605015432098766,True,1.5500130800509906,1.515708176935042,1.5880292844449146,1.3986068464973027,1.469279787235257,True,1.4330602857269628,0.11695279432402783,1.0816105194518737
