depth,variant,n_points,slope,slope_ci_low,slope_ci_high,intercept,r2,decay_factor_per_qubit,factor_ci_low,factor_ci_high
4,hea,4,-0.29508947605781,-0.31948425228495403,-0.2725063675003025,-0.6983533837547763,0.9222402550990969,0.7444649726948059,0.7265236433732124,0.7614685805083516
4,hva,4,0.1726531725752998,0.15056166495546897,0.19404855137722346,0.9573834165300187,0.9833415669086687,1.1884538452101403,1.1624869876012875,1.2141552304338314
6,hea,4,-0.4815639789491552,-0.4956099907575166,-0.4674425763683169,0.2292263384928294,0.997343923427192,0.6178163839943107,0.6091991880609825,0.6266027094842417
6,hva,4,0.1468021431642213,0.12568044185055466,0.16876576384604772,0.9888085654158013,0.9952951712771647,1.1581247974517541,1.13391975708119,1.183842807658583
8,hea,4,-0.538164347906997,-0.5432831476737063,-0.5329615565431571,0.5466645611876926,0.9992711961537166,0.5838189578438665,0.5808381411092957,0.5868643615060432
8,hva,4,0.155572483292582,0.12900740964243002,0.18038839613400942,0.9456685525260411,0.9946518125621454,1.1683266171582556,1.137698554073979,1.1976824480299593
