zero_tol,n_qubits,depth,circuit_variant,zero_fraction_ZZ_terms,mean_abs_offdiag_obs,block_zz_obs,block_x_obs,block_cross_obs,block_cross_abs_obs,lam_max_ratio
1e-09,6,8,hea,0.14583333333333334,0.08962121212121214,-0.016805555555555553,-0.007685185185185185,-0.00673611111111111,0.09004629629629628,1.113394541984775
1e-10,6,8,hea,0.14583333333333334,0.08962121212121214,-0.016805555555555553,-0.007685185185185185,-0.00673611111111111,0.09004629629629628,1.1134826746157196
1e-12,6,8,hea,0.14583333333333334,0.08962121212121214,-0.016805555555555553,-0.007685185185185185,-0.00673611111111111,0.09004629629629628,1.1148201123463815
1e-08,8,8,hea,0.16744791666666667,0.06931051587301587,-0.0008928571428571422,-0.0032180059523809522,-0.002641369047619047,0.0693452380952381,1.0624163679570924
1e-09,8,8,hea,0.1674107142857143,0.0693204365079365,-0.0009176587301587294,-0.0032180059523809522,-0.002632068452380952,0.06935453869047618,1.0616770042249661
1e-10,8,8,hea,0.1674107142857143,0.0693204365079365,-0.0009176587301587294,-0.0032180059523809522,-0.002632068452380952,0.06935453869047618,1.0620846007793627
1e-12,8,8,hea,0.1674107142857143,0.0693204365079365,-0.0009176587301587294,-0.0032180059523809522,-0.002632068452380952,0.06935453869047618,1.0627737008210012
1e-08,10,8,hea,0.18194444444444444,0.059734405458089675,-0.0013541666666666663,0.0015462962962962967,0.0009722222222222222,0.05936574074074075,1.0415461830629857
1e-09,10,8,hea,0.18194444444444444,0.059734405458089675,-0.0013541666666666663,0.0015462962962962967,0.0009722222222222222,0.05936574074074075,1.0420011950803068
1e-10,10,8,hea,0.18194444444444444,0.059734405458089675,-0.0013541666666666663,0.0015462962962962967,0.0009722222222222222,0.05936574074074075,1.0415667502495762
1e-12,10,8,hea,0.18194444444444444,0.059734405458089675,-0.0013541666666666663,0.0015462962962962967,0.0009722222222222222,0.05936574074074075,1.0411648654183596
1e-08,4,4,hva,0.125,0.425,0.39166666666666666,0.31666666666666665,-0.0375,0.3083333333333334,1.4552139310056988
1e-09,4,4,hva,0.125,0.425,0.39166666666666666,0.31666666666666665,-0.0375,0.3083333333333334,1.4573110766781816
1e-10,4,4,hva,0.125,0.425,0.39166666666666666,0.31666666666666665,-0.0375,0.3083333333333334,1.4535917023197942
1e-12,4,4,hva,0.0125,0.4367063492063492,0.40694444444444444,0.31666666666666665,-0.03611111111111111,0.3166666666666667,1.4486214837214233
1e-08,6,4,hva,0.125,0.4415151515151515,0.4,0.32444444444444437,-0.04388888888888889,0.33666666666666667,1.6682980575755333
1e-09,6,4,hva,0.125,0.4415151515151515,0.4,0.32444444444444437,-0.04388888888888889,0.33666666666666667,1.6707963651344222
1e-10,6,4,hva,0.125,0.4415151515151515,0.4,0.32444444444444437,-0.04388888888888889,0.33666666666666667,1.67184830418159
1e-12,6,4,hva,0.022500000000000006,0.46,0.42916666666666664,0.32444444444444437,-0.04527777777777777,0.35305555555555557,1.703662895924418
1e-08,8,4,hva,0.125,0.47087301587301583,0.4694444444444445,0.4071428571428572,-0.03511904761904761,0.34494047619047624,1.9320887374905706
1e-09,8,4,hva,0.125,0.47087301587301583,0.4694444444444445,0.4071428571428572,-0.03511904761904761,0.34494047619047624,1.9309957252076155
