n_qubits,depth,circuit_variant,n_seeds_used,n_terms,mean_abs_offdiag_obs,mean_abs_offdiag_ci_low,mean_abs_offdiag_ci_high,mean_abs_offdiag_null_low,mean_abs_offdiag_null_high,mean_abs_offdiag_above_null,block_zz_obs,block_zz_ci_low,block_zz_ci_high,block_zz_null_low,block_zz_null_high,block_zz_above_null,block_zz_below_null,block_zz_outside_null,block_x_obs,block_x_ci_low,block_x_ci_high,block_x_null_low,block_x_null_high,block_x_above_null,block_x_below_null,block_x_outside_null,block_cross_obs,block_cross_ci_low,block_cross_ci_high,block_cross_null_low,block_cross_null_high,block_cross_above_null,block_cross_below_null,block_cross_outside_null,block_zz_abs_obs,block_zz_abs_ci_low,block_zz_abs_ci_high,block_zz_abs_null_low,block_zz_abs_null_high,block_zz_abs_above_null,block_x_abs_obs,block_x_abs_ci_low,block_x_abs_ci_high,block_x_abs_null_low,block_x_abs_null_high,block_x_abs_above_null,block_cross_abs_obs,block_cross_abs_ci_low,block_cross_abs_ci_high,block_cross_abs_null_low,block_cross_abs_null_high,block_cross_abs_above_null,lam_max_obs,lam_max_ci_low,lam_max_ci_high,lam_max_null_low,lam_max_null_high,lam_max_above_null,lam_max_null_median,lam_max_excess,lam_max_ratio
4,4,hea,30,7,0.14662698412698413,0.13898561507936505,0.15386904761904766,0.11428323412698412,0.1283730158730159,True,-0.013194444444444444,-0.05069444444444446,0.02569444444444444,-0.03194444444444444,0.0312673611111111,False,False,False,0.01770833333333333,-0.02153645833333333,0.058680555555555555,-0.021180555555555553,0.02188368055555555,False,False,False,-0.0026041666666666674,-0.022048611111111113,0.01736111111111111,-0.015798611111111107,0.014587673611111107,False,False,False,0.14652777777777778,0.12430555555555559,0.16944444444444445,0.10069444444444445,0.13819444444444443,True,0.17291666666666666,0.15416666666666667,0.19097222222222224,0.11111111111111112,0.13923611111111106,True,0.13350694444444444,0.12326388888888891,0.14427083333333332,0.11041666666666668,0.1293402777777778,True,1.6245716924755995,1.567496481126551,1.686063236741971,1.4178340122284816,1.513143417167016,True,1.4620514337340373,0.16252025874156217,1.1111590570562146
6,4,hea,30,11,0.10535353535353537,0.10143939393939395,0.10939457070707072,0.08876199494949497,0.09565719696969696,True,-0.013888888888888892,-0.02611458333333333,3.4722222222043606e-06,-0.01319791666666667,0.012364583333333332,False,True,True,0.010277777777777778,-0.003981481481481481,0.027222222222222214,-0.01111574074074074,0.01037962962962962,False,False,False,0.008055555555555555,0.0012499999999999998,0.014723379629629621,-0.0076875,0.007223379629629628,True,False,True,0.10305555555555555,0.09513541666666664,0.11111111111111112,0.08360763888888888,0.09861111111111114,True,0.1097222222222222,0.10194444444444445,0.11768518518518517,0.08629629629629629,0.09954398148148146,True,0.1039351851851852,0.09916550925925925,0.1089814814814815,0.08786921296296295,0.09694560185185183,True,1.5894667612353008,1.543308561909495,1.6396272268328762,1.408848228932021,1.48782999956832,True,1.4464205465903373,0.1430462146449636,1.0988966970789844
8,4,hea,30,15,0.084484126984127,0.08200372023809523,0.08711359126984128,0.07487103174603174,0.07887946428571427,True,0.0007936507936507935,-0.006001984126984128,0.008035714285714283,-0.0069952876984126985,0.006846478174603174,False,False,False,0.006101190476190477,-0.001603422619047619,0.013765811011904758,-0.0066220238095238085,0.006138392857142855,False,False,False,-0.002678571428571429,-0.00848353794642857,0.0032928757440476167,-0.004856305803571429,0.0041489955357142845,False,False,False,0.0847222222222222,0.08070312499999999,0.08854166666666666,0.07207341269841269,0.08050843253968254,True,0.0851934523809524,0.07961309523809526,0.09074032738095235,0.07358537946428571,0.08113839285714285,True,0.08404017857142856,0.08069149925595237,0.08757486979166665,0.07419968377976191,0.07952055431547618,True,1.5650179168341816,1.5159721279772933,1.620359253348973,1.401681579620035,1.4761162302366375,True,1.43866441427804,0.12635350255614153,1.0878269465082648
10,4,hea,30,19,0.077046783625731,0.07539437134502926,0.07884515107212474,0.06562365984405459,0.06837731481481481,True,-0.0035879629629629616,-0.009607638888888886,0.0025000000000000014,-0.004722800925925926,0.005232060185185184,False,False,False,0.0010925925925925927,-0.002425925925925926,0.004889351851851849,-0.004668055555555554,0.004168981481481479,False,False,False,0.0016851851851851847,-0.001694444444444445,0.00512060185185185,-0.0031222222222222224,0.003379861111111111,False,False,False,0.07900462962962963,0.07509201388888886,0.08287094907407407,0.06351793981481481,0.0695619212962963,True,0.07362962962962964,0.07107407407407408,0.07609259259259259,0.0645550925925926,0.07009305555555556,True,0.07797222222222223,0.07547199074074074,0.0804912037037037,0.06513865740740742,0.06897222222222223,True,1.6227534374508144,1.5750337374046626,1.6768590746131158,1.4000401618084752,1.4644401712521926,True,1.431472515529055,0.19128092192175927,1.1336252843464927
4,4,hva,30,7,0.425,0.39325396825396824,0.4638888888888888,0.25833333333333336,0.28968253968253965,True,0.39166666666666666,0.2694444444444445,0.5083333333333334,-0.0638888888888889,0.06944444444444443,True,False,True,0.31666666666666665,0.21111111111111108,0.4166666666666667,-0.048645833333333346,0.05416666666666666,True,False,True,-0.0375,-0.10972222222222222,0.030555555555555548,-0.03404513888888888,0.03472222222222222,False,True,True,0.575,0.513888888888889,0.6361111111111111,0.2361111111111111,0.31388888888888883,True,0.5833333333333335,0.5222222222222223,0.6444444444444445,0.24027777777777778,0.30697916666666664,True,0.3083333333333334,0.2694444444444445,0.3541666666666667,0.2555381944444444,0.2944444444444444,True,3.548444115384302,3.3367754696458176,3.8103811428112953,2.3186881873948075,2.5751703258599106,True,2.441156006684217,1.107288108700085,1.4535917023197942
6,4,hva,30,11,0.4415151515151515,0.4096969696969697,0.47334090909090903,0.26348106060606064,0.28257954545454544,True,0.4,0.2783333333333333,0.5133333333333333,-0.03666666666666666,0.03833333333333333,True,False,True,0.32444444444444437,0.23555555555555555,0.4133333333333333,-0.03277777777777778,0.032777777777777774,True,False,True,-0.04388888888888889,-0.12277777777777779,0.040569444444444366,-0.022229166666666664,0.02139583333333333,False,True,True,0.5783333333333334,0.5149583333333333,0.64,0.25333333333333335,0.29416666666666663,True,0.5599999999999999,0.5066666666666666,0.6133333333333334,0.25166666666666665,0.2961111111111111,True,0.33666666666666667,0.29387499999999994,0.38055555555555554,0.2611111111111111,0.2852777777777778,True,5.431949407527237,5.042844115546805,5.837365843318316,3.1058077343199946,3.4094183855359783,True,3.249068347852473,2.1828810596747643,1.67184830418159
8,4,hva,30,15,0.47087301587301583,0.4384880952380952,0.5040515873015872,0.26666666666666666,0.2804781746031746,True,0.4694444444444445,0.36942460317460313,0.5662896825396824,-0.02420634920634921,0.024226190476190464,True,False,True,0.4071428571428572,0.319047619047619,0.4976190476190477,-0.021130952380952382,0.026197916666666668,True,False,True,-0.03511904761904761,-0.12410714285714285,0.06697172619047616,-0.015182291666666667,0.015628720238095233,False,True,True,0.6123015873015875,0.5551587301587302,0.6726190476190476,0.25873015873015875,0.2888988095238095,True,0.6166666666666666,0.5654761904761905,0.670238095238095,0.2586309523809524,0.2889880952380952,True,0.34494047619047624,0.2988095238095238,0.39315476190476184,0.26502604166666666,0.2824441964285715,True,7.756587398151776,7.178745055082875,8.319353494080474,3.8607759912548882,4.181848684673337,True,4.015829060439203,3.740758337712573,1.9315033786083151
10,4,hva,30,19,0.495906432748538,0.46432748538011703,0.5277777777777778,0.26856725146198834,0.2786549707602339,True,0.5319444444444444,0.44625,0.6111342592592591,-0.018055555555555554,0.02175925925925926,True,False,True,0.4844444444444445,0.402962962962963,0.5599999999999999,-0.018518518518518514,0.018523148148148146,True,False,True,-0.030370370370370364,-0.12798148148148147,0.07038888888888878,-0.013064814814814812,0.012592592592592591,False,True,True,0.6486111111111111,0.5958217592592592,0.6990740740740743,0.26319444444444445,0.2842592592592592,True,0.6651851851851852,0.6162962962962965,0.7125925925925928,0.262037037037037,0.2848148148148148,True,0.35018518518518515,0.29943518518518514,0.40686111111111106,0.26657407407407413,0.2798171296296297,True,10.23433200434832,9.51390528700649,10.953676434483672,4.573658530173685,4.916828624368964,True,4.7409776261442875,5.493354378204032,2.158696541386472
4,6,hea,30,7,0.13855820105820107,0.1298941798941799,0.14768518518518517,0.09847718253968252,0.11130952380952379,True,0.00787037037037037,-0.021296296296296296,0.0389004629629629,-0.027777777777777776,0.02824074074074074,False,False,False,-0.009722222222222222,-0.03519097222222222,0.01736111111111111,-0.01898148148148148,0.018981481481481478,False,False,False,0.017361111111111112,0.0015046296296296298,0.03425925925925926,-0.013431712962962963,0.012965856481481481,True,False,True,0.15231481481481485,0.12870370370370368,0.17685185185185187,0.08888888888888888,0.11944444444444444,True,0.16064814814814815,0.1423611111111111,0.18357638888888883,0.09513310185185185,0.11805555555555555,True,0.12407407407407406,0.11458043981481479,0.13379629629629627,0.09583333333333334,0.11273148148148147,True,1.63023950134544,1.57384301025347,1.6954644751486385,1.3803642668077678,1.4618043844659485,True,1.419851043493809,0.21038845785163107,1.1481764293625696
6,6,hea,30,11,0.0943771043771044,0.09164983164983166,0.09713804713804716,0.07918897306397307,0.08518644781144781,True,-0.00111111111111111,-0.011854166666666667,0.010740740740740743,-0.011673611111111112,0.011222222222222206,False,False,False,-0.008765432098765432,-0.01950617283950617,0.002595679012345661,-0.008765432098765432,0.008766975308641971,False,False,False,0.0055246913580246915,-0.0007723765432098771,0.01250154320987653,-0.007469907407407408,0.006760030864197528,False,False,False,0.09499999999999999,0.08787037037037035,0.10249999999999998,0.07444444444444445,0.08833796296296295,True,0.10160493827160492,0.09462962962962963,0.10932098765432098,0.07654320987654321,0.08821141975308644,True,0.09055555555555556,0.08638888888888889,0.0949699074074074,0.0778703703703704,0.08623456790123456,True,1.5500130800509906,1.5139308494540697,1.5853002604727804,1.4014053647950049,1.468226018712214,True,1.4342016645271258,0.11581141552386476,1.0807497427930048
